uid,late_default,cli_anc,cli_ageband,cli_payment,oc_inc0010,oc_inc50pl,oc_children3pl,oc_children0004,oc_children0510,oc_retired,oc_selfemp,oc_student,oc_unemp,oc_socrent,oc_privrent,oc_overdraft,oc_savs10pl,oc_cards2pl
15219,0,5140,3,C,0.023683384,0.260260411,0.160935044,0.233718634,0.371754646,8.76E-05,0.10252136,0.011375487,0.021462575,0.001259133,0.320836783,0.20830822,0.060535178,0.189574838
15220,0,2130,4,P,0.03036879,0.38297914,0.047987402,0.030345991,0.084418595,0.004270591,0.146123648,0.003321344,0.030229926,0.010586478,0.086224675,0.180638075,0.189695358,0.294677496
15221,0,5230,7,D,0.023737744,0.473760486,0.00852859,0.009520784,0.014526181,0.917272091,0.024982825,0.006478753,0.000373328,0.001246343,0.176208496,0.037495792,0.390485287,0.170504093
15222,0,3470,3,D,0.008305989,0.573920011,0.19026947,0.1990242,0.378677368,0.000084852,0.161529779,0.010403998,0.014797464,0.014883362,0.268842697,0.198560596,0.216462195,0.380733013
15223,0,4530,3,D,0.0760113,0.228577435,0.127387524,0.213163376,0.342551947,8.29E-05,0.134513021,0.014934503,0.036224067,0.438879252,0.294257164,0.175114989,0.070878699,0.158681989
15224,0,5180,3,D,0.041727185,0.316804454,0.097179592,0.197723985,0.328085661,2.56E-05,0.123324513,0.047185779,0.016214892,0.042791307,0.65933466,0.186009049,0.073569164,0.205435157
15225,0,4750,3,D,0.052501947,0.218339063,0.102657735,0.245277524,0.364229918,5.45E-05,0.079302192,0.011909075,0.022819191,0.001346611,0.397649765,0.201264858,0.036876708,0.144282699
15226,0,2000,5,D,0.369893074,0.045879424,0.008826897,0.008463398,0.011693895,0.078301251,0.103437364,0.006450944,0.135498524,0.871522427,0.025191143,0.081337035,0.068464458,0.077233255
15227,1,3750,4,C,0.009797901,0.554223895,0.085299194,0.035559475,0.147008777,0.001151685,0.103837073,0.003988408,0.018575013,0.001240882,0.053531796,0.135255814,0.169125259,0.278923035
15228,0,2030,3,D,0.098359048,0.211849093,0.098181188,0.14017868,0.302758932,0.000059898,0.069231093,0.029991508,0.017645493,0.466688871,0.096190989,0.156159878,0.044577539,0.062287957
15229,1,2980,2,C,0.167375565,0.152802184,0.054825932,0.227506995,0.191784382,9.42E-05,0.06027633,0.260145664,0.047707021,0.771565914,0.142643929,0.144900203,0.032920264,0.107411683
15230,1,3730,1,C,0.067657471,0.148561876,0.107973695,0.412368536,0.337073088,6.49E-05,0.039444834,0.372151852,0.024012953,0.001242974,0.642440319,0.115112901,0.012058156,0.011821017
15231,0,4250,7,D,0.138846397,0.081298672,0.000138002,0.000412484,0.000676339,0.938456059,0.016631305,0.004811198,0.000376781,0.038827002,0.036163211,0.016873822,0.397949576,0.121628881
15232,0,3150,6,D,0.02379328,0.340581387,0.000745564,0.002779413,0.004521105,0.80446434,0.046403676,0.0038184,0.000375824,0.001240111,0.029130593,0.07690829,0.474255919,0.374032974
15233,0,5400,1,P,0.283506393,0.066708639,0.020786777,0.107297659,0.070249677,4.38E-05,0.038365632,0.380698204,0.121366501,0.8864007,0.055200785,0.098398864,0.008409552,0.008564539
15234,1,3560,1,P,0.229412079,0.055591968,0.015607998,0.093392432,0.064575493,2.49E-05,0.040334582,0.315162897,0.034778714,0.581567287,0.189247847,0.103842437,0.012912814,0.011993334
15235,0,2560,6,C,0.107605755,0.138056174,0.002048705,0.003856985,0.005191017,0.80047226,0.030004382,0.002584757,0.000258384,0.178132653,0.041116774,0.066274285,0.199644983,0.148593068
15236,1,2730,1,C,0.102631688,0.249509215,0.003202263,0.04077813,0.021226227,3.57E-05,0.048091531,0.416579485,0.02112338,0.01496207,0.832014084,0.154906154,0.06171158,0.060093224
15237,0,1950,2,D,0.208670259,0.185624853,0.013596222,0.114616752,0.09017396,4.65E-05,0.114539325,0.042537004,0.03042905,0.820595741,0.113069832,0.115195036,0.031664468,0.0732373
15238,1,3860,4,C,0.152394652,0.15987765,0.048687249,0.074793339,0.148361683,0.000498022,0.114373326,0.002519349,0.018158466,0.157510638,0.400512695,0.135285258,0.048838541,0.103223562
15239,0,2500,6,D,0.047649175,0.219143063,0.000947255,0.002067836,0.003683476,0.823367119,0.036550105,0.003940396,0.000535241,0.052782357,0.026711822,0.066973746,0.343303978,0.288749456
15240,0,1580,6,D,0.088917375,0.089726681,0.001861609,0.004572373,0.006704696,0.79443121,0.041890413,0.002323734,0.000903384,0.028668836,0.100964844,0.069923997,0.231595695,0.19041574
15241,0,3380,4,P,0.039633632,0.27477894,0.06759572,0.041654021,0.117533624,0.000397292,0.112912059,0.001704466,0.022189781,0.001292834,0.190732718,0.192663312,0.062327907,0.155048251
15242,1,3050,3,P,0.068185806,0.171729051,0.190837979,0.22694242,0.426852226,4.96E-05,0.082904041,0.012196042,0.023317814,0.37960124,0.19322741,0.153870821,0.017399345,0.081004858
15243,0,5480,3,D,0.011317454,0.487024129,0.113888204,0.185571432,0.361054897,0.000137727,0.124717891,0.018464685,0.019730389,0.007192131,0.079497397,0.221845508,0.190701544,0.351016045
15244,0,2600,7,P,0.076637447,0.188592479,0.000807236,0.000885867,0.002503116,0.919275761,0.0119491,0.004568834,8.06E-05,0.012790576,0.021952167,0.026115432,0.300278544,0.159840107
15245,0,2040,3,D,0.01234097,0.5110057,0.213893652,0.18219626,0.372452974,8.31E-05,0.096162498,0.031295627,0.01400394,0.008711651,0.094551742,0.162078142,0.13039875,0.240800858
15246,0,4150,6,D,0.007847928,0.671232581,0.012082435,0.007804789,0.01604943,0.79913187,0.047193557,0.004998583,0.000331136,0.00124152,0.032568276,0.100878716,0.545447826,0.479288101
15247,0,4920,5,D,0.01003053,0.50043866,0.125459909,0.175683141,0.373447895,0.142123461,0.111579657,0.00583636,0.0461694,0.001242071,0.0785833,0.117701352,0.314500868,0.309227467
15248,0,1940,2,D,0.008750469,0.456923276,0.072432578,0.438373327,0.326105118,3.06E-05,0.11358875,0.030264065,0.020497784,0.001262785,0.454914093,0.293082237,0.12681362,0.277460575
15249,0,3720,5,P,0.012937486,0.498106241,0.023266599,0.025593489,0.039307058,0.042157471,0.106734395,0.00394075,0.009699844,0.005307324,0.033820212,0.127248764,0.296806932,0.293324471
15250,0,3710,5,P,0.049852252,0.388464212,0.002058808,0.004557267,0.007068001,0.096298754,0.110863864,0.015618824,0.052110612,0.0441297,0.146408677,0.112976551,0.260627985,0.28694582
15251,0,3120,5,D,0.026766092,0.428442896,0.005265135,0.0060362,0.008555755,0.055990547,0.101062179,0.005325764,0.011852972,0.03555572,0.050958633,0.103835762,0.428598166,0.311192036
15252,0,4450,6,D,0.010519676,0.602357268,0.001722965,0.004156057,0.007058986,0.787031651,0.051373035,0.004967101,0.000311179,0.001240063,0.021693438,0.101261556,0.550908685,0.442109585
15253,0,1910,6,C,0.050147533,0.164214738,0.001334298,0.00336873,0.005012028,0.780977249,0.030181006,0.002108062,0.000263975,0.042703182,0.065876663,0.067843318,0.336831212,0.188467622
15254,0,3680,2,D,0.018322974,0.551153123,0.032713592,0.168337822,0.146608472,0.000136175,0.12426877,0.095210135,0.011412904,0.015750274,0.499461412,0.230619669,0.236291647,0.294163942
15255,1,5460,3,P,0.007103134,0.624160647,0.13272357,0.194221616,0.331520557,9.12E-05,0.156540513,0.018954232,0.010925375,0.004985511,0.290682316,0.263868332,0.271477938,0.411750794
15256,1,3900,1,P,0.040672123,0.381281972,0.026285455,0.152953386,0.132738233,5.42E-05,0.071639657,0.385621786,0.088521004,0.115964234,0.709005356,0.114963293,0.086809188,0.083054602
15257,0,2960,4,D,0.086730778,0.267670408,0.024463564,0.013366729,0.038665175,0.004229818,0.126770973,0.072958529,0.046218276,0.049019456,0.576163292,0.234835625,0.20822233,0.284790993
15258,1,2240,3,C,0.028631091,0.463236272,0.035634756,0.106782138,0.150102854,6.86E-05,0.143226624,0.035874426,0.014485091,0.057385832,0.6330266,0.178117991,0.185177326,0.355144739
15259,1,3740,2,P,0.017287776,0.443452537,0.093779326,0.34870553,0.334623575,5.58E-05,0.100100219,0.040835351,0.024928078,0.064515889,0.287956715,0.226408958,0.131315261,0.233881235
15260,0,2130,6,D,0.085030854,0.087033268,0.002623061,0.00542723,0.009987161,0.815460682,0.03454122,0.002328401,0.001199877,0.046870887,0.194926858,0.076507211,0.278553724,0.212449312
15261,0,4360,3,C,0.0125174,0.479415119,0.187943816,0.158136249,0.330885649,0.000117431,0.089201391,0.01989089,0.014883027,0.001241924,0.086742759,0.173000932,0.183728933,0.238062859
15262,0,3220,6,P,0.140171766,0.070520666,0.003590114,0.002827102,0.005138516,0.836559773,0.018775985,0.002305361,0.000296888,0.046538025,0.043085218,0.04576993,0.231047332,0.14123714
15263,0,4220,4,D,0.029852271,0.368452027,0.037530869,0.025439099,0.085592985,0.001790517,0.123052955,0.002111513,0.029208705,0.02006796,0.074353218,0.184877992,0.159139872,0.273989439
15264,1,1940,3,D,0.020638064,0.479991615,0.319020033,0.254150629,0.496699572,7.20E-05,0.105129242,0.026960522,0.021794006,0.021128923,0.296851873,0.12693274,0.077767581,0.158256292
15265,0,4230,6,D,0.008681417,0.586603045,0.002537238,0.00409941,0.007804126,0.823254585,0.027891591,0.003563153,0.000137245,0.001239494,0.017099515,0.084760487,0.503875613,0.390650749
15266,0,2840,5,D,0.00317415,0.716326237,0.105420291,0.02906245,0.141524315,0.024467632,0.157865644,0.007112071,0.005311001,0.001239371,0.030664221,0.127582073,0.457606554,0.384199381
15267,0,2920,2,P,0.042371631,0.296973437,0.111828148,0.334366322,0.281291962,9.12E-05,0.092718244,0.031447351,0.024809718,0.015512683,0.32669878,0.145998597,0.067945391,0.136905551
15268,0,4370,4,P,0.013112925,0.515282214,0.044748992,0.02997385,0.100601852,0.002746994,0.111623228,0.004286654,0.016250119,0.100858867,0.048110187,0.205790401,0.186088145,0.417009592
15269,0,3250,6,D,0.072361946,0.134687223,0.001501267,0.002486359,0.004141364,0.766273022,0.046057135,0.002500193,0.000780128,0.036657482,0.053030551,0.049707294,0.292143762,0.194012046
15270,0,1680,5,D,0.133971214,0.211951211,0.004724708,0.006614246,0.012510933,0.05052489,0.081877589,0.002867639,0.01882419,0.345860481,0.04912433,0.108405292,0.119168848,0.112257063
15271,1,4040,6,C,0.031799913,0.250157178,0.001266822,0.003329977,0.005960807,0.828043938,0.024967268,0.002598012,0.000195708,0.00701334,0.059654295,0.075223923,0.362245083,0.288158178
15272,1,2270,1,P,0.028917119,0.315127037,0.33963418,0.462233543,0.523107529,7.86E-05,0.044163495,0.46988678,0.077461839,0.001242913,0.376731396,0.082693875,0.032599688,0.02115427
15273,1,2580,1,C,0.119681656,0.310577452,0.005916156,0.060495734,0.026402742,3.98E-05,0.096176505,0.248960376,0.098690629,0.098068535,0.644480228,0.126786113,0.075120002,0.049621403
15274,0,5300,3,D,0.021933824,0.371091068,0.200037003,0.20368135,0.416441202,7.97E-05,0.098799586,0.010268316,0.025968149,0.048612088,0.152680874,0.203162551,0.093545497,0.211619496
15275,1,4020,3,C,0.027577728,0.300224155,0.098055482,0.257529497,0.341795921,3.73E-05,0.091521204,0.015696615,0.016683266,0.001252824,0.598424912,0.212219715,0.076668814,0.193041921
15276,0,2780,5,C,0.017468378,0.417823076,0.009110116,0.008544236,0.016984895,0.057499528,0.114719391,0.004444387,0.008154064,0.036043525,0.041417152,0.104547679,0.356214881,0.277444124
15277,1,5340,3,C,0.07096988,0.21784588,0.12398237,0.218406558,0.336997986,3.55E-05,0.096427798,0.012602441,0.023584425,0.041453153,0.775783062,0.174693346,0.05922766,0.148864627
15278,0,1880,6,D,0.041025609,0.211080372,0.000932008,0.003127713,0.004998289,0.800862789,0.047278613,0.003856907,0.000567026,0.010748014,0.095230043,0.089810967,0.39360857,0.332911491
15279,0,2960,6,D,0.038885862,0.272108987,0.00144079,0.006145939,0.008266181,0.759852886,0.055555791,0.002681328,0.000674278,0.028642982,0.069055259,0.105937183,0.392743826,0.381872892
15280,0,3460,1,C,0.234431505,0.150323428,0.003058266,0.037079841,0.01909259,5.03E-05,0.018470034,0.694904804,0.013641104,0.128159761,0.733354092,0.123004973,0.027486935,0.039922833
15281,0,5340,2,D,0.017473057,0.505934358,0.087033093,0.348807573,0.319323778,3.13E-05,0.109400749,0.045782507,0.016847476,0.024969146,0.421545982,0.182449818,0.107368737,0.181165457
15282,0,1690,5,D,0.028428018,0.408526063,0.011441335,0.008264065,0.016621754,0.141253948,0.099652529,0.012940936,0.041707099,0.03905642,0.033937097,0.118685782,0.24583441,0.263385296
15283,1,3570,4,C,0.130010247,0.216211863,0.104845285,0.039617091,0.144232988,0.000338115,0.112382352,0.002254577,0.061656475,0.46542573,0.069529057,0.12380302,0.04642649,0.118809998
15284,0,3830,5,D,0.026699141,0.444106937,0.003398359,0.00481949,0.007919475,0.171255112,0.132661223,0.011367343,0.035701454,0.01527188,0.038467765,0.10082072,0.434445858,0.383996725
15285,0,3040,4,D,0.016883671,0.490878165,0.094397724,0.045415282,0.138770461,0.000339848,0.128000975,0.002097627,0.019810468,0.001281017,0.115348399,0.198584199,0.149319589,0.187924743
15286,0,4940,4,D,0.02090922,0.425166488,0.072319567,0.04418844,0.120225728,0.000780768,0.104240537,0.002965214,0.021264926,0.001248649,0.072953761,0.207843065,0.133000851,0.221525431
15287,0,2670,5,C,0.021261469,0.466447353,0.009318434,0.00840839,0.015356198,0.079297245,0.081419647,0.008991957,0.008256905,0.054373205,0.033025801,0.123492122,0.279386938,0.311708689
15288,0,2520,2,P,0.019545049,0.545173645,0.035721958,0.207787871,0.164457798,1.65E-05,0.135250688,0.037996918,0.01492738,0.009735249,0.759852886,0.209781528,0.150053978,0.22409749
15289,0,3680,7,D,0.078210712,0.205928147,0.001274367,0.001043162,0.003525943,0.933802128,0.007143408,0.00598811,7.07E-05,0.006241798,0.021119669,0.017103866,0.291154861,0.136468768
15290,1,3330,2,P,0.057505339,0.233020961,0.049078703,0.318888426,0.259063959,1.78E-05,0.096675813,0.041653037,0.038994581,0.115250111,0.547583103,0.208610177,0.068378374,0.177163124
15291,0,4360,6,C,0.06206122,0.161561284,0.001928262,0.007611625,0.009985335,0.769184589,0.051281214,0.002971454,0.000757705,0.001245797,0.051246047,0.098559201,0.288191438,0.205846548
15292,0,3090,6,P,0.029522121,0.429600388,0.000534625,0.004741199,0.005122554,0.753391266,0.046807647,0.00268749,0.00016135,0.004326761,0.044944763,0.080117703,0.340634108,0.314451456
15293,1,5120,3,P,0.081215024,0.182485469,0.092819572,0.16779685,0.323521137,7.29E-05,0.081736624,0.013616942,0.023075774,0.178885341,0.489356995,0.158880115,0.040869415,0.11854893
15294,0,3600,6,P,0.066426754,0.129704952,0.001012009,0.004224297,0.006074369,0.796897411,0.041572392,0.00220212,0.000752701,0.005662497,0.052282125,0.078004897,0.333842874,0.240337372
15295,0,3380,4,P,0.068928599,0.368371069,0.00869333,0.017663777,0.037255943,0.000228437,0.165720582,0.006012525,0.022953048,0.047503144,0.717914581,0.173870444,0.163774192,0.241291761
15296,0,4790,5,D,0.032318234,0.433230043,0.012764908,0.012534313,0.018764496,0.050274432,0.111228764,0.004785713,0.00935813,0.001251455,0.101483166,0.172924638,0.285392523,0.249116898
15297,0,4610,5,D,0.024434298,0.484471321,0.006137323,0.007170189,0.01350151,0.023634613,0.111284494,0.007312417,0.013322301,0.089677632,0.057547897,0.134469152,0.271886528,0.292464018
15298,1,4130,4,C,0.021601006,0.342688471,0.060805976,0.029563025,0.098560274,0.00075573,0.106258631,0.002038246,0.017095059,0.015480094,0.106529295,0.187539101,0.140254736,0.252052784
15299,1,3930,3,P,0.008370638,0.546505094,0.047096431,0.111707509,0.22093904,0.000032077,0.173210263,0.016942918,0.016793504,0.016870394,0.31674099,0.038499475,0.001579986,0.001744271
15300,0,4510,7,C,0.163311124,0.083750192,0.000692751,0.000798565,0.001620219,0.931681156,0.018597081,0.006338526,0.000236097,0.057853669,0.023183227,0.020232156,0.258924663,0.098101616
15301,1,2680,4,P,0.149157167,0.117958292,0.096707344,0.029611126,0.110485613,0.00049425,0.148554444,0.001679507,0.017585546,0.787567616,0.045915574,0.146977663,0.039441824,0.097938538
15302,0,3350,4,P,0.04088378,0.343468919,0.068286836,0.036209315,0.116881609,0.000645078,0.124039471,0.001259731,0.014099963,0.001254566,0.232001901,0.229859591,0.097075522,0.171193719
15303,0,1670,5,D,0.434530497,0.022461602,0.007905245,0.009777345,0.013415523,0.038510263,0.086598933,0.003928274,0.033682674,0.862631321,0.030273899,0.05721727,0.026804835,0.034679234
15304,0,4910,3,D,0.046404988,0.310500994,0.154607296,0.193124652,0.327484608,5.50E-05,0.11216706,0.009885386,0.019599289,0.023294166,0.441869021,0.15767014,0.073214799,0.178182602
15305,0,4940,5,D,0.054893225,0.227526568,0.018076643,0.014572993,0.026630849,0.046373129,0.075115681,0.003019359,0.01608254,0.035896987,0.078884721,0.10269165,0.123938263,0.162729859
15306,0,1510,2,P,0.009870932,0.548936009,0.049049288,0.250491619,0.237641335,0.000204493,0.125478864,0.044621348,0.018283323,0.009624042,0.281224012,0.215778232,0.228681564,0.406282187
15307,0,2490,5,D,0.01084955,0.636226773,0.009041213,0.013638131,0.021436021,0.057131738,0.117915034,0.004105642,0.006799866,0.001244566,0.031224296,0.038499475,0.001579986,0.001744271
15308,0,4160,3,D,0.011083119,0.533028126,0.094925642,0.181253791,0.336441755,0.000139811,0.151972532,0.02057752,0.021731123,0.015084475,0.184561849,0.177380681,0.206563532,0.357497931
15309,0,4650,3,C,0.022442997,0.281638086,0.240614414,0.194315076,0.418340921,8.16E-05,0.129400969,0.013591453,0.011611171,0.128321528,0.1478827,0.214550376,0.0327392,0.172820449
15310,0,4210,2,C,0.026265189,0.392540872,0.028175831,0.205814362,0.145243764,1.66E-05,0.114240646,0.040761024,0.012840129,0.001249533,0.853279114,0.309383154,0.089814872,0.231222749
15311,1,4620,3,C,0.027794257,0.376704902,0.306151629,0.238861918,0.428647518,0.00010946,0.114886403,0.017256409,0.02466619,0.045671046,0.117420673,0.147316933,0.125133842,0.210045338
15312,0,2610,4,D,0.037279755,0.287955195,0.037075669,0.022684962,0.080064595,0.000565352,0.122337461,0.002428101,0.017783776,0.117881,0.109209657,0.190338135,0.10560146,0.240384221
15313,0,1670,2,D,0.05462113,0.093063734,0.100916207,0.522541523,0.431416512,1.97E-05,0.060346156,0.065486491,0.033344507,0.001308053,0.373808146,0.20638454,0.019504257,0.070753992
15314,0,4270,2,P,0.054486364,0.249986053,0.082362831,0.334886313,0.308794498,3.56E-05,0.09938252,0.046319127,0.016656056,0.384777308,0.188328505,0.1802212,0.039800778,0.098175407
15315,1,2860,4,P,0.050681472,0.30496937,0.235931158,0.046087176,0.419109345,0.001116129,0.111525953,0.003933024,0.015930146,0.115350366,0.11156714,0.140336156,0.132751286,0.201327562
15316,1,3180,2,C,0.014770031,0.518323958,0.100103915,0.368778944,0.330847025,3.44E-05,0.096563339,0.046399087,0.019112065,0.011259601,0.468259811,0.181098461,0.106597632,0.16393292
15317,0,2750,4,D,0.091563523,0.158191547,0.08366549,0.025716052,0.098631799,0.000290339,0.111487508,0.002146589,0.021374285,0.234225035,0.133300662,0.143659711,0.06733571,0.091816008
15318,0,4310,2,D,0.032710403,0.30105488,0.067212701,0.280520678,0.245399118,7.27E-05,0.089942873,0.048799455,0.030309036,0.019668996,0.308908224,0.220073581,0.103456467,0.194978833
15319,1,5040,4,P,0.011130236,0.630635381,0.041549712,0.023800194,0.088818073,0.001186784,0.152781606,0.00266229,0.022254184,0.001241081,0.117238164,0.236084461,0.34973383,0.399052858
15320,0,2600,2,D,0.083947897,0.229528755,0.023614034,0.157561302,0.126436234,2.32E-05,0.097598791,0.046104342,0.014916867,0.187980771,0.636437893,0.221312404,0.084959984,0.179177404
15321,0,2890,3,D,0.04643175,0.301965803,0.13238287,0.029549062,0.117497444,0.000109002,0.128611684,0.015905082,0.024659932,0.099696934,0.196074128,0.169119477,0.089212149,0.157752395
15322,0,4660,1,D,0.016165733,0.560842872,0.025046751,0.133936167,0.091201484,0.000129078,0.073041797,0.327046633,0.053468525,0.011225238,0.100931943,0.11511296,0.169474185,0.105762959
15323,0,3220,3,D,0.028007314,0.236817814,0.154699802,0.236390829,0.369973183,4.91E-05,0.105372131,0.017725438,0.014148697,0.023317635,0.523818016,0.215768814,0.062515885,0.202548862
15324,0,3030,3,D,0.031708211,0.298290014,0.160010815,0.198774338,0.363212824,5.06E-05,0.090259254,0.022972614,0.015977308,0.101953447,0.118850827,0.186375141,0.088051379,0.240882754
15325,0,4950,5,P,0.219441772,0.079210844,0.01206775,0.011495821,0.021963835,0.034857363,0.09024328,0.002155708,0.022779018,0.420351744,0.07263428,0.105332136,0.05750525,0.081110239
15326,0,1590,2,C,0.047829926,0.273997292,0.015853152,0.147098422,0.104612947,1.87E-05,0.116357744,0.043175489,0.012263916,0.00124069,0.878266335,0.231398225,0.094261557,0.163488865
15327,0,2740,4,P,0.063333571,0.329756171,0.108334899,0.039653063,0.153782606,0.000473935,0.128100514,0.001707751,0.035444588,0.634081364,0.039823949,0.155812979,0.059444562,0.143997669
15328,0,4410,5,D,0.112915874,0.19717874,0.007111311,0.009838395,0.013598315,0.023034647,0.128538728,0.005210731,0.013615869,0.016620904,0.285821438,0.139651179,0.137511998,0.146251798
15329,0,1690,2,D,0.020470396,0.410387278,0.076511681,0.434117317,0.346415281,4.94E-05,0.084589541,0.044434071,0.010897689,0.001263577,0.403554916,0.167457938,0.064372435,0.162294507
15330,0,5480,3,D,0.057680935,0.304896921,0.073365688,0.17211616,0.306397915,3.79E-05,0.121785283,0.029011205,0.020827591,0.371604204,0.336315393,0.156301141,0.082092792,0.159336209
15331,0,2000,3,D,0.007774416,0.572407007,0.20786345,0.186303735,0.416958094,6.94E-05,0.120325089,0.01916866,0.011782341,0.057876259,0.050490916,0.183928251,0.163121939,0.299124479
15332,0,4140,2,D,0.026136026,0.329813778,0.064681649,0.269922972,0.257462978,5.07E-05,0.074220598,0.052387565,0.018910244,0.041012734,0.169404388,0.20358634,0.086609453,0.188135862
15333,0,3880,2,C,0.015845716,0.547964096,0.024337396,0.238167882,0.166262507,1.67E-05,0.10625726,0.039061546,0.012405209,0.001244935,0.816177845,0.245684147,0.143898428,0.292955875
15334,0,2440,4,D,0.009699144,0.588528037,0.110266924,0.026834324,0.139754653,0.001111734,0.134010434,0.0024265,0.019776449,0.00124226,0.053007156,0.156837106,0.20708549,0.276310921
15335,0,3080,3,D,0.061398357,0.282329142,0.187788487,0.235422254,0.411440134,4.79E-05,0.149009943,0.022219434,0.031814605,0.014919795,0.842492104,0.125403047,0.07718125,0.170464277
15336,1,4350,1,P,0.23886466,0.156413034,0.024353609,0.119053125,0.076622725,3.57E-05,0.059903771,0.366804361,0.140259624,0.578598976,0.25865674,0.086648583,0.019248188,0.017124459
15337,1,3070,3,P,0.029141292,0.318553358,0.090120733,0.375279188,0.379344225,2.33E-05,0.114812672,0.015946984,0.016131908,0.001276666,0.595077515,0.236489177,0.070064649,0.197852612
15338,0,3020,3,D,0.007834643,0.647448897,0.174827814,0.248280764,0.394105673,4.62E-05,0.132985711,0.020068169,0.008797169,0.001246559,0.163862824,0.216988206,0.215470791,0.270694494
15339,0,2750,4,D,0.009271398,0.548152387,0.07990092,0.026843846,0.11857146,0.001545466,0.13718462,0.004833307,0.010345198,0.004892305,0.036381036,0.219849706,0.231836259,0.335353613
15340,0,3360,4,D,0.052791774,0.282956615,0.051195592,0.024331495,0.085328758,0.000647944,0.164557815,0.002232011,0.030221596,0.133752823,0.069341958,0.17437005,0.099288225,0.203345776
15341,0,1780,5,D,0.358964443,0.060191982,0.003609914,0.004390188,0.010370903,0.038579017,0.091542125,0.00579739,0.031398535,0.857682705,0.045658797,0.096213043,0.083795145,0.067845225
15342,0,5000,7,D,0.236256361,0.026694291,0.000584247,0.000811709,0.001881323,0.932485104,0.010133691,0.003830418,0.000158552,0.064456642,0.018833473,0.018441334,0.174685776,0.053702623
15343,0,4050,1,D,0.06290859,0.150482241,0.154731751,0.417048454,0.418808222,1.83E-05,0.030890793,0.318944216,0.039758921,0.079569042,0.423534155,0.118905485,0.019258387,0.010680214
15344,0,4230,3,D,0.039818406,0.292288154,0.334346533,0.207938433,0.449604273,9.18E-05,0.098318636,0.037021935,0.030377075,0.232606649,0.241086602,0.196583152,0.070249617,0.167723417
15345,0,2290,1,C,0.063423455,0.331862584,0.017876312,0.128224611,0.072841764,0.000057449,0.045145005,0.312935352,0.01889047,0.040419102,0.456606627,0.190236211,0.048947811,0.04391405
15346,0,1970,7,D,0.019924879,0.55290699,0.001284897,0.001415234,0.003960561,0.922762871,0.022946864,0.006884027,0.000276523,0.00124066,0.008244157,0.037256241,0.523337841,0.306002617
15347,0,4890,4,P,0.030097783,0.490310669,0.04741177,0.028206766,0.096247912,0.000484224,0.170568228,0.002969582,0.017420769,0.058467448,0.245109916,0.193332553,0.161080718,0.248520374
15348,0,1960,6,C,0.049864978,0.236920059,0.00112487,0.002388466,0.00385553,0.763301849,0.053715527,0.00341459,0.000608591,0.03102009,0.051969051,0.067849994,0.46390903,0.305541754
15349,0,4350,3,D,0.007552568,0.516686738,0.131569266,0.221306682,0.360724688,0.00015831,0.10989809,0.032935977,0.010038875,0.001242141,0.08750695,0.233191371,0.156371415,0.26778841
15350,0,3190,2,P,0.010683075,0.595650911,0.105749011,0.295107126,0.279773712,1.88E-05,0.134431958,0.049522311,0.014386401,0.015719369,0.476233006,0.189189911,0.18863672,0.270578146
15351,0,4810,3,D,0.01883693,0.432093084,0.223856688,0.218451262,0.455289841,6.45E-05,0.110730767,0.023856163,0.010294899,0.011209361,0.758820057,0.161941528,0.097763717,0.210668445
15352,0,4330,2,D,0.094320655,0.158413548,0.059087008,0.232360721,0.223485112,2.02E-05,0.08782661,0.049955219,0.033715457,0.160484076,0.653220654,0.16407454,0.064319715,0.125805616
15353,0,4240,1,P,0.058847725,0.313273341,0.010887936,0.113402963,0.060137004,6.88E-05,0.038058519,0.362421989,0.023771778,0.025432274,0.185503483,0.148249269,0.053667829,0.046706975
15354,1,4330,4,C,0.012553684,0.488171876,0.065546036,0.028806225,0.107405782,0.001721787,0.113746643,0.002928695,0.031778425,0.001240987,0.079189181,0.161484242,0.210702181,0.322516203
15355,0,5410,6,D,0.064788103,0.214378595,0.001903765,0.003584499,0.006151989,0.824805737,0.029052794,0.003097601,0.000299573,0.037414372,0.044708669,0.045209229,0.345529437,0.205569148
15356,0,3780,3,D,0.032350272,0.338151574,0.184767723,0.278491974,0.407618761,4.84E-05,0.080480218,0.017375708,0.023431972,0.001310582,0.16880393,0.172608018,0.053773195,0.124910355
15357,0,4380,3,D,0.04337585,0.252640844,0.171434045,0.184680462,0.387968302,3.78E-05,0.098842502,0.020748287,0.019777507,0.036529303,0.197608709,0.18617475,0.042668588,0.128593326
15358,1,2390,1,C,0.237106204,0.07617222,0.018497706,0.115928412,0.076509059,2.25E-05,0.023857296,0.3707304,0.051537037,0.538266659,0.164676786,0.107957423,0.015182138,0.015382201
15359,0,4100,2,C,0.064919055,0.341155589,0.00487848,0.099101663,0.058699995,0.000073684,0.123871982,0.069073975,0.020659059,0.003949795,0.728300571,0.201697826,0.106456399,0.200398922
15360,0,3470,4,C,0.022866607,0.605121017,0.065856159,0.03524226,0.11673069,0.001552495,0.193703651,0.005308013,0.028631374,0.001247602,0.228313446,0.155689478,0.205923557,0.272788048
15361,0,2990,4,D,0.083747447,0.218727872,0.180729389,0.032811344,0.177430987,0.00026507,0.0989784,0.002195707,0.030489773,0.532018185,0.066670179,0.165646076,0.033102252,0.083150208
